Date,Order Number,Customer,Mode,Depart,Arrive,Valid_Order
24-Feb-24,1151,Nike,Plane,24-02-2024 01:27,03-01-2021 22:25,1
15-Mar-24,1171,Nike,Plane,15-03-2024 01:28,03-01-2021 23:37,1
12-Apr-24,1199,Nike,Plane,12-04-2024 01:30,04-01-2021 01:17,1
02-May-24,1219,Nike,Plane,02-05-2024 01:32,04-01-2021 02:29,1
22-May-24,1239,Nike,Plane,22-05-2024 01:33,04-01-2021 03:41,1
11-Jun-24,1259,Nike,Plane,11-06-2024 01:35,04-01-2021 04:53,1
01-Jul-24,1279,Nike,Plane,01-07-2024 01:36,04-01-2021 06:05,1
29-Jul-24,1307,Nike,Plane,29-07-2024 01:38,04-01-2021 07:46,1
18-Aug-24,1327,Nike,Plane,18-08-2024 01:40,04-01-2021 08:58,1
07-Sep-24,1347,Nike,Plane,07-09-2024 01:41,04-01-2021 10:10,1
27-Sep-24,1367,Nike,Plane,27-09-2024 01:42,04-01-2021 11:22,1
17-Oct-24,1387,Nike,Plane,17-10-2024 01:44,04-01-2021 12:34,1
14-Nov-24,1415,Nike,Plane,14-11-2024 01:46,04-01-2021 14:15,1
04-Dec-24,1435,Nike,Plane,04-12-2024 01:47,04-01-2021 15:27,1
24-Dec-24,1455,Nike,Plane,24-12-2024 01:49,04-01-2021 16:39,1
13-Jan-25,1475,Nike,Plane,13-01-2025 01:50,04-01-2021 17:51,1
02-Feb-25,1495,Nike,Plane,02-02-2025 01:52,04-01-2021 19:03,1
02-Mar-25,1523,Nike,Plane,02-03-2025 01:54,04-01-2021 20:44,1
22-Mar-25,1543,Nike,Plane,22-03-2025 01:55,04-01-2021 21:56,1
11-Apr-25,1563,Nike,Plane,11-04-2025 01:57,04-01-2021 23:08,1
01-May-25,1583,Nike,Plane,01-05-2025 01:58,05-01-2021 00:20,1
21-May-25,1603,Nike,Plane,21-05-2025 01:59,05-01-2021 01:32,1
18-Jun-25,1631,Nike,Plane,18-06-2025 02:01,05-01-2021 03:13,1
08-Jul-25,1651,Nike,Plane,08-07-2025 02:03,05-01-2021 04:25,1
28-Jul-25,1671,Nike,Plane,28-07-2025 02:04,05-01-2021 05:37,1
17-Aug-25,1691,Nike,Plane,17-08-2025 02:06,05-01-2021 06:49,1
06-Sep-25,1711,Nike,Plane,06-09-2025 02:07,05-01-2021 08:01,1
04-Oct-25,1739,Nike,Plane,04-10-2025 02:09,05-01-2021 09:41,1
24-Oct-25,1759,Nike,Plane,24-10-2025 02:11,05-01-2021 10:53,1
13-Nov-25,1779,Nike,Plane,13-11-2025 02:12,05-01-2021 12:05,1
03-Dec-25,1799,Nike,Plane,03-12-2025 02:13,05-01-2021 13:17,1
23-Dec-25,1819,Nike,Plane,23-12-2025 02:15,05-01-2021 14:29,1
20-Jan-26,1847,Nike,Plane,20-01-2026 02:17,05-01-2021 16:10,1
09-Feb-26,1867,Nike,Plane,09-02-2026 02:18,05-01-2021 17:22,1
01-Mar-26,1887,Nike,Plane,01-03-2026 02:20,05-01-2021 18:34,1
21-Mar-26,1907,Nike,Plane,21-03-2026 02:21,05-01-2021 19:46,1
10-Apr-26,1927,Nike,Plane,10-04-2026 02:23,05-01-2021 20:58,1
08-May-26,1955,Nike,Plane,08-05-2026 02:25,05-01-2021 22:39,1
28-May-26,1975,Nike,Plane,28-05-2026 02:26,05-01-2021 23:51,1
17-Jun-26,1995,Nike,Plane,17-06-2026 02:28,06-01-2021 01:03,1
07-Jul-26,2015,Nike,Plane,07-07-2026 02:29,06-01-2021 02:15,1
27-Jul-26,2035,Nike,Plane,27-07-2026 02:30,06-01-2021 03:27,1
24-Aug-26,2063,Nike,Plane,24-08-2026 02:33,06-01-2021 05:08,1
13-Sep-26,2083,Nike,Plane,13-09-2026 02:34,06-01-2021 06:20,1
03-Oct-26,2103,Nike,Plane,03-10-2026 02:35,06-01-2021 07:32,1
23-Oct-26,2123,Nike,Plane,23-10-2026 02:37,06-01-2021 08:44,1
12-Nov-26,2143,Nike,Plane,12-11-2026 02:38,06-01-2021 09:56,1
10-Dec-26,2171,Nike,Plane,10-12-2026 02:40,06-01-2021 11:37,1
30-Dec-26,2191,Nike,Plane,30-12-2026 02:42,06-01-2021 12:49,1
19-Jan-27,2211,Nike,Plane,19-01-2027 02:43,06-01-2021 14:01,1
08-Feb-27,2231,Nike,Plane,08-02-2027 02:45,06-01-2021 15:13,1
28-Feb-27,2251,Nike,Plane,28-02-2027 02:46,06-01-2021 16:25,1
28-Mar-27,2279,Nike,Plane,28-03-2027 02:48,06-01-2021 18:05,1
17-Apr-27,2299,Nike,Plane,17-04-2027 02:49,06-01-2021 19:17,1
07-May-27,2319,Nike,Plane,07-05-2027 02:51,06-01-2021 20:29,1
27-May-27,2339,Nike,Plane,27-05-2027 02:52,06-01-2021 21:41,1
16-Jun-27,2359,Nike,Plane,16-06-2027 02:54,06-01-2021 22:53,1
14-Jul-27,2387,Nike,Plane,14-07-2027 02:56,07-01-2021 00:34,1
03-Aug-27,2407,Nike,Plane,03-08-2027 02:57,07-01-2021 01:46,1
23-Aug-27,2427,Nike,Plane,23-08-2027 02:59,07-01-2021 02:58,1
12-Sep-27,2447,Nike,Plane,12-09-2027 03:00,07-01-2021 04:10,1
02-Oct-27,2467,Nike,Plane,02-10-2027 03:02,07-01-2021 05:22,1
30-Oct-27,2495,Nike,Plane,30-10-2027 03:04,07-01-2021 07:03,1
15-Jan-21,16,Nike,Car,15-01-2021 00:05,01-01-2021 02:19,1
04-Feb-21,36,Nike,Car,04-02-2021 00:07,01-01-2021 03:31,1
24-Feb-21,56,Nike,Car,24-02-2021 00:08,01-01-2021 04:43,1
16-Mar-21,76,Nike,Car,16-03-2021 00:09,01-01-2021 05:55,1
05-Apr-21,96,Nike,Car,05-04-2021 00:11,01-01-2021 07:07,1
03-May-21,124,Nike,Car,03-05-2021 00:13,01-01-2021 08:47,1
23-May-21,144,Nike,Car,23-05-2021 00:14,01-01-2021 09:59,1
12-Jun-21,164,Nike,Car,12-06-2021 00:16,01-01-2021 11:11,1
02-Jul-21,184,Nike,Car,02-07-2021 00:17,01-01-2021 12:23,1
22-Jul-21,204,Nike,Car,22-07-2021 00:19,01-01-2021 13:35,1
19-Aug-21,232,Nike,Car,19-08-2021 00:21,01-01-2021 15:16,1
08-Sep-21,252,Nike,Car,08-09-2021 00:22,01-01-2021 16:28,1
28-Sep-21,272,Nike,Car,28-09-2021 00:24,01-01-2021 17:40,1
18-Oct-21,292,Nike,Car,18-10-2021 00:25,01-01-2021 18:52,1
07-Nov-21,312,Nike,Car,07-11-2021 00:26,01-01-2021 20:04,1
05-Dec-21,340,Nike,Car,05-12-2021 00:28,01-01-2021 21:45,1
25-Dec-21,360,Nike,Car,25-12-2021 00:30,01-01-2021 22:57,1
14-Jan-22,380,Nike,Car,14-01-2022 00:31,02-01-2021 00:09,1
03-Feb-22,400,Nike,Car,03-02-2022 00:33,02-01-2021 01:21,1
23-Feb-22,420,Nike,Car,23-02-2022 00:34,02-01-2021 02:33,1
23-Mar-22,448,Nike,Car,23-03-2022 00:36,02-01-2021 04:14,1
12-Apr-22,468,Nike,Car,12-04-2022 00:38,02-01-2021 05:26,1
02-May-22,488,Nike,Car,02-05-2022 00:39,02-01-2021 06:38,1
22-May-22,508,Nike,Car,22-05-2022 00:41,02-01-2021 07:50,1
11-Jun-22,528,Nike,Car,11-06-2022 00:42,02-01-2021 09:02,1
09-Jul-22,556,Nike,Car,09-07-2022 00:44,02-01-2021 10:43,1
29-Jul-22,576,Nike,Car,29-07-2022 00:45,02-01-2021 11:55,1
18-Aug-22,596,Nike,Car,18-08-2022 00:47,02-01-2021 13:07,1
07-Sep-22,616,Nike,Car,07-09-2022 00:48,02-01-2021 14:19,1
27-Sep-22,636,Nike,Car,27-09-2022 00:50,02-01-2021 15:31,1
25-Oct-22,664,Nike,Car,25-10-2022 00:52,02-01-2021 17:11,1
14-Nov-22,684,Nike,Car,14-11-2022 00:53,02-01-2021 18:23,1
04-Dec-22,704,Nike,Car,04-12-2022 00:55,02-01-2021 19:35,1
24-Dec-22,724,Nike,Car,24-12-2022 00:56,02-01-2021 20:47,1
13-Jan-23,744,Nike,Car,13-01-2023 00:58,02-01-2021 21:59,1
10-Feb-23,772,Nike,Car,10-02-2023 01:00,02-01-2021 23:40,1
02-Mar-23,792,Nike,Car,02-03-2023 01:01,03-01-2021 00:52,1
22-Mar-23,812,Nike,Car,22-03-2023 01:02,03-01-2021 02:04,1
11-Apr-23,832,Nike,Car,11-04-2023 01:04,03-01-2021 03:16,1
01-May-23,852,Nike,Car,01-05-2023 01:05,03-01-2021 04:28,1
29-May-23,880,Nike,Car,29-05-2023 01:07,03-01-2021 06:09,1
18-Jun-23,900,Nike,Car,18-06-2023 01:09,03-01-2021 07:21,1
08-Jul-23,920,Nike,Car,08-07-2023 01:10,03-01-2021 08:33,1
28-Jul-23,940,Nike,Car,28-07-2023 01:12,03-01-2021 09:45,1
17-Aug-23,960,Nike,Car,17-08-2023 01:13,03-01-2021 10:57,1
14-Sep-23,988,Nike,Car,14-09-2023 01:15,03-01-2021 12:38,1
04-Oct-23,1008,Nike,Car,04-10-2023 01:17,03-01-2021 13:50,1
24-Oct-23,1028,Nike,Car,24-10-2023 01:18,03-01-2021 15:02,1
13-Nov-23,1048,Nike,Car,13-11-2023 01:19,03-01-2021 16:14,1
03-Dec-23,1068,Nike,Car,03-12-2023 01:21,03-01-2021 17:26,1
31-Dec-23,1096,Nike,Car,31-12-2023 01:23,03-01-2021 19:07,1
20-Jan-24,1116,Nike,Car,20-01-2024 01:24,03-01-2021 20:19,1
09-Feb-24,1136,Nike,Car,09-02-2024 01:26,03-01-2021 21:31,1
29-Feb-24,1156,Nike,Car,29-02-2024 01:27,03-01-2021 22:43,1
20-Mar-24,1176,Nike,Car,20-03-2024 01:29,03-01-2021 23:55,1
17-Apr-24,1204,Nike,Car,17-04-2024 01:31,04-01-2021 01:35,1
07-May-24,1224,Nike,Car,07-05-2024 01:32,04-01-2021 02:47,1
27-May-24,1244,Nike,Car,27-05-2024 01:34,04-01-2021 03:59,1
16-Jun-24,1264,Nike,Car,16-06-2024 01:35,04-01-2021 05:11,1
06-Jul-24,1284,Nike,Car,06-07-2024 01:36,04-01-2021 06:23,1
03-Aug-24,1312,Nike,Car,03-08-2024 01:38,04-01-2021 08:04,1
23-Aug-24,1332,Nike,Car,23-08-2024 01:40,04-01-2021 09:16,1
12-Sep-24,1352,Nike,Car,12-09-2024 01:41,04-01-2021 10:28,1
02-Oct-24,1372,Nike,Car,02-10-2024 01:43,04-01-2021 11:40,1
22-Oct-24,1392,Nike,Car,22-10-2024 01:44,04-01-2021 12:52,1
19-Nov-24,1420,Nike,Car,19-11-2024 01:46,04-01-2021 14:33,1
09-Dec-24,1440,Nike,Car,09-12-2024 01:48,04-01-2021 15:45,1
29-Dec-24,1460,Nike,Car,29-12-2024 01:49,04-01-2021 16:57,1
18-Jan-25,1480,Nike,Car,18-01-2025 01:51,04-01-2021 18:09,1
07-Feb-25,1500,Nike,Car,07-02-2025 01:52,04-01-2021 19:21,1
07-Mar-25,1528,Nike,Car,07-03-2025 01:54,04-01-2021 21:02,1
27-Mar-25,1548,Nike,Car,27-03-2025 01:55,04-01-2021 22:14,1
16-Apr-25,1568,Nike,Car,16-04-2025 01:57,04-01-2021 23:26,1
06-May-25,1588,Nike,Car,06-05-2025 01:58,05-01-2021 00:38,1
26-May-25,1608,Nike,Car,26-05-2025 02:00,05-01-2021 01:50,1
23-Jun-25,1636,Nike,Car,23-06-2025 02:02,05-01-2021 03:31,1
13-Jul-25,1656,Nike,Car,13-07-2025 02:03,05-01-2021 04:43,1
02-Aug-25,1676,Nike,Car,02-08-2025 02:05,05-01-2021 05:55,1
22-Aug-25,1696,Nike,Car,22-08-2025 02:06,05-01-2021 07:07,1
11-Sep-25,1716,Nike,Car,11-09-2025 02:08,05-01-2021 08:19,1
09-Oct-25,1744,Nike,Car,09-10-2025 02:10,05-01-2021 09:59,1
29-Oct-25,1764,Nike,Car,29-10-2025 02:11,05-01-2021 11:11,1
18-Nov-25,1784,Nike,Car,18-11-2025 02:12,05-01-2021 12:23,1
08-Dec-25,1804,Nike,Car,08-12-2025 02:14,05-01-2021 13:35,1
28-Dec-25,1824,Nike,Car,28-12-2025 02:15,05-01-2021 14:47,1
25-Jan-26,1852,Nike,Car,25-01-2026 02:17,05-01-2021 16:28,1
14-Feb-26,1872,Nike,Car,14-02-2026 02:19,05-01-2021 17:40,1
06-Mar-26,1892,Nike,Car,06-03-2026 02:20,05-01-2021 18:52,1
26-Mar-26,1912,Nike,Car,26-03-2026 02:22,05-01-2021 20:04,1
15-Apr-26,1932,Nike,Car,15-04-2026 02:23,05-01-2021 21:16,1
13-May-26,1960,Nike,Car,13-05-2026 02:25,05-01-2021 22:57,1
02-Jun-26,1980,Nike,Car,02-06-2026 02:27,06-01-2021 00:09,1
22-Jun-26,2000,Nike,Car,22-06-2026 02:28,06-01-2021 01:21,1
12-Jul-26,2020,Nike,Car,12-07-2026 02:29,06-01-2021 02:33,1
01-Aug-26,2040,Nike,Car,01-08-2026 02:31,06-01-2021 03:45,1
29-Aug-26,2068,Nike,Car,29-08-2026 02:33,06-01-2021 05:26,1
18-Sep-26,2088,Nike,Car,18-09-2026 02:34,06-01-2021 06:38,1
08-Oct-26,2108,Nike,Car,08-10-2026 02:36,06-01-2021 07:50,1
28-Oct-26,2128,Nike,Car,28-10-2026 02:37,06-01-2021 09:02,1
17-Nov-26,2148,Nike,Car,17-11-2026 02:39,06-01-2021 10:14,1
15-Dec-26,2176,Nike,Car,15-12-2026 02:41,06-01-2021 11:55,1
04-Jan-27,2196,Nike,Car,04-01-2027 02:42,06-01-2021 13:07,1
24-Jan-27,2216,Nike,Car,24-01-2027 02:44,06-01-2021 14:19,1
13-Feb-27,2236,Nike,Car,13-02-2027 02:45,06-01-2021 15:31,1
05-Mar-27,2256,Nike,Car,05-03-2027 02:46,06-01-2021 16:43,1
02-Apr-27,2284,Nike,Car,02-04-2027 02:48,06-01-2021 18:23,1
22-Apr-27,2304,Nike,Car,22-04-2027 02:50,06-01-2021 19:35,1
12-May-27,2324,Nike,Car,12-05-2027 02:51,06-01-2021 20:47,1
01-Jun-27,2344,Nike,Car,01-06-2027 02:53,06-01-2021 21:59,1
21-Jun-27,2364,Nike,Car,21-06-2027 02:54,06-01-2021 23:11,1
19-Jul-27,2392,Nike,Car,19-07-2027 02:56,07-01-2021 00:52,1
08-Aug-27,2412,Nike,Car,08-08-2027 02:58,07-01-2021 02:04,1
28-Aug-27,2432,Nike,Car,28-08-2027 02:59,07-01-2021 03:16,1
17-Sep-27,2452,Nike,Car,17-09-2027 03:01,07-01-2021 04:28,1
07-Oct-27,2472,Nike,Car,07-10-2027 03:02,07-01-2021 05:40,1
04-Nov-27,2500,Nike,Car,04-11-2027 03:04,07-01-2021 07:21,1
16-Jan-21,17,Addidas,Bike,16-01-2021 00:05,01-01-2021 02:22,1
05-Feb-21,37,Addidas,Bike,05-02-2021 00:07,01-01-2021 03:34,1
25-Feb-21,57,Addidas,Bike,25-02-2021 00:08,01-01-2021 04:46,1
17-Mar-21,77,Addidas,Bike,17-03-2021 00:10,01-01-2021 05:58,1
06-Apr-21,97,Addidas,Bike,06-04-2021 00:11,01-01-2021 07:10,1
04-May-21,125,Addidas,Bike,04-05-2021 00:13,01-01-2021 08:51,1
24-May-21,145,Addidas,Bike,24-05-2021 00:14,01-01-2021 10:03,1
13-Jun-21,165,Addidas,Bike,13-06-2021 00:16,01-01-2021 11:15,1
03-Jul-21,185,Addidas,Bike,03-07-2021 00:17,01-01-2021 12:27,1
23-Jul-21,205,Addidas,Bike,23-07-2021 00:19,01-01-2021 13:39,1
20-Aug-21,233,Addidas,Bike,20-08-2021 00:21,01-01-2021 15:20,1
09-Sep-21,253,Addidas,Bike,09-09-2021 00:22,01-01-2021 16:32,1
29-Sep-21,273,Addidas,Bike,29-09-2021 00:24,01-01-2021 17:44,1
19-Oct-21,293,Addidas,Bike,19-10-2021 00:25,01-01-2021 18:56,1
08-Nov-21,313,Addidas,Bike,08-11-2021 00:27,01-01-2021 20:08,1
06-Dec-21,341,Addidas,Bike,06-12-2021 00:29,01-01-2021 21:49,1
26-Dec-21,361,Addidas,Bike,26-12-2021 00:30,01-01-2021 23:01,1
15-Jan-22,381,Addidas,Bike,15-01-2022 00:31,02-01-2021 00:13,1
04-Feb-22,401,Addidas,Bike,04-02-2022 00:33,02-01-2021 01:25,1
24-Feb-22,421,Addidas,Bike,24-02-2022 00:34,02-01-2021 02:37,1
24-Mar-22,449,Addidas,Bike,24-03-2022 00:36,02-01-2021 04:17,1
13-Apr-22,469,Addidas,Bike,13-04-2022 00:38,02-01-2021 05:29,1
03-May-22,489,Addidas,Bike,03-05-2022 00:39,02-01-2021 06:41,1
23-May-22,509,Addidas,Bike,23-05-2022 00:41,02-01-2021 07:53,1
12-Jun-22,529,Addidas,Bike,12-06-2022 00:42,02-01-2021 09:05,1
10-Jul-22,557,Addidas,Bike,10-07-2022 00:44,02-01-2021 10:46,1
30-Jul-22,577,Addidas,Bike,30-07-2022 00:46,02-01-2021 11:58,1
19-Aug-22,597,Addidas,Bike,19-08-2022 00:47,02-01-2021 13:10,1
08-Sep-22,617,Addidas,Bike,08-09-2022 00:48,02-01-2021 14:22,1
28-Sep-22,637,Addidas,Bike,28-09-2022 00:50,02-01-2021 15:34,1
26-Oct-22,665,Addidas,Bike,26-10-2022 00:52,02-01-2021 17:15,1
15-Nov-22,685,Addidas,Bike,15-11-2022 00:53,02-01-2021 18:27,1
05-Dec-22,705,Addidas,Bike,05-12-2022 00:55,02-01-2021 19:39,1
25-Dec-22,725,Addidas,Bike,25-12-2022 00:56,02-01-2021 20:51,1
14-Jan-23,745,Addidas,Bike,14-01-2023 00:58,02-01-2021 22:03,1
11-Feb-23,773,Addidas,Bike,11-02-2023 01:00,02-01-2021 23:44,1
03-Mar-23,793,Addidas,Bike,03-03-2023 01:01,03-01-2021 00:56,1
23-Mar-23,813,Addidas,Bike,23-03-2023 01:03,03-01-2021 02:08,1
12-Apr-23,833,Addidas,Bike,12-04-2023 01:04,03-01-2021 03:20,1
02-May-23,853,Addidas,Bike,02-05-2023 01:05,03-01-2021 04:32,1
30-May-23,881,Addidas,Bike,30-05-2023 01:07,03-01-2021 06:13,1
19-Jun-23,901,Addidas,Bike,19-06-2023 01:09,03-01-2021 07:25,1
09-Jul-23,921,Addidas,Bike,09-07-2023 01:10,03-01-2021 08:37,1
29-Jul-23,941,Addidas,Bike,29-07-2023 01:12,03-01-2021 09:49,1
18-Aug-23,961,Addidas,Bike,18-08-2023 01:13,03-01-2021 11:01,1
15-Sep-23,989,Addidas,Bike,15-09-2023 01:15,03-01-2021 12:41,1
05-Oct-23,1009,Addidas,Bike,05-10-2023 01:17,03-01-2021 13:53,1
25-Oct-23,1029,Addidas,Bike,25-10-2023 01:18,03-01-2021 15:05,1
14-Nov-23,1049,Addidas,Bike,14-11-2023 01:19,03-01-2021 16:17,1
04-Dec-23,1069,Addidas,Bike,04-12-2023 01:21,03-01-2021 17:29,1
01-Jan-24,1097,Addidas,Bike,01-01-2024 01:23,03-01-2021 19:10,1
21-Jan-24,1117,Addidas,Bike,21-01-2024 01:24,03-01-2021 20:22,1
10-Feb-24,1137,Addidas,Bike,10-02-2024 01:26,03-01-2021 21:34,1
01-Mar-24,1157,Addidas,Bike,01-03-2024 01:27,03-01-2021 22:46,1
21-Mar-24,1177,Addidas,Bike,21-03-2024 01:29,03-01-2021 23:58,1
18-Apr-24,1205,Addidas,Bike,18-04-2024 01:31,04-01-2021 01:39,1
08-May-24,1225,Addidas,Bike,08-05-2024 01:32,04-01-2021 02:51,1
28-May-24,1245,Addidas,Bike,28-05-2024 01:34,04-01-2021 04:03,1
17-Jun-24,1265,Addidas,Bike,17-06-2024 01:35,04-01-2021 05:15,1
07-Jul-24,1285,Addidas,Bike,07-07-2024 01:36,04-01-2021 06:27,1
04-Aug-24,1313,Addidas,Bike,04-08-2024 01:39,04-01-2021 08:08,1
24-Aug-24,1333,Addidas,Bike,24-08-2024 01:40,04-01-2021 09:20,1
13-Sep-24,1353,Addidas,Bike,13-09-2024 01:41,04-01-2021 10:32,1
03-Oct-24,1373,Addidas,Bike,03-10-2024 01:43,04-01-2021 11:44,1
23-Oct-24,1393,Addidas,Bike,23-10-2024 01:44,04-01-2021 12:56,1
20-Nov-24,1421,Addidas,Bike,20-11-2024 01:46,04-01-2021 14:37,1
10-Dec-24,1441,Addidas,Bike,10-12-2024 01:48,04-01-2021 15:49,1
30-Dec-24,1461,Addidas,Bike,30-12-2024 01:49,04-01-2021 17:01,1
19-Jan-25,1481,Addidas,Bike,19-01-2025 01:51,04-01-2021 18:13,1
08-Feb-25,1501,Addidas,Bike,08-02-2025 01:52,04-01-2021 19:25,1
08-Mar-25,1529,Addidas,Bike,08-03-2025 01:54,04-01-2021 21:05,1
28-Mar-25,1549,Addidas,Bike,28-03-2025 01:55,04-01-2021 22:17,1
17-Apr-25,1569,Addidas,Bike,17-04-2025 01:57,04-01-2021 23:29,1
07-May-25,1589,Addidas,Bike,07-05-2025 01:58,05-01-2021 00:41,1
27-May-25,1609,Addidas,Bike,27-05-2025 02:00,05-01-2021 01:53,1
24-Jun-25,1637,Addidas,Bike,24-06-2025 02:02,05-01-2021 03:34,1
14-Jul-25,1657,Addidas,Bike,14-07-2025 02:03,05-01-2021 04:46,1
03-Aug-25,1677,Addidas,Bike,03-08-2025 02:05,05-01-2021 05:58,1
23-Aug-25,1697,Addidas,Bike,23-08-2025 02:06,05-01-2021 07:10,1
12-Sep-25,1717,Addidas,Bike,12-09-2025 02:08,05-01-2021 08:22,1
10-Oct-25,1745,Addidas,Bike,10-10-2025 02:10,05-01-2021 10:03,1
30-Oct-25,1765,Addidas,Bike,30-10-2025 02:11,05-01-2021 11:15,1
19-Nov-25,1785,Addidas,Bike,19-11-2025 02:12,05-01-2021 12:27,1
09-Dec-25,1805,Addidas,Bike,09-12-2025 02:14,05-01-2021 13:39,1
29-Dec-25,1825,Addidas,Bike,29-12-2025 02:15,05-01-2021 14:51,1
26-Jan-26,1853,Addidas,Bike,26-01-2026 02:17,05-01-2021 16:32,1
15-Feb-26,1873,Addidas,Bike,15-02-2026 02:19,05-01-2021 17:44,1
07-Mar-26,1893,Addidas,Bike,07-03-2026 02:20,05-01-2021 18:56,1
27-Mar-26,1913,Addidas,Bike,27-03-2026 02:22,05-01-2021 20:08,1
16-Apr-26,1933,Addidas,Bike,16-04-2026 02:23,05-01-2021 21:20,1
14-May-26,1961,Addidas,Bike,14-05-2026 02:25,05-01-2021 23:01,1
03-Jun-26,1981,Addidas,Bike,03-06-2026 02:27,06-01-2021 00:13,1
23-Jun-26,2001,Addidas,Bike,23-06-2026 02:28,06-01-2021 01:25,1
13-Jul-26,2021,Addidas,Bike,13-07-2026 02:29,06-01-2021 02:37,1
02-Aug-26,2041,Addidas,Bike,02-08-2026 02:31,06-01-2021 03:49,1
30-Aug-26,2069,Addidas,Bike,30-08-2026 02:33,06-01-2021 05:29,1
19-Sep-26,2089,Addidas,Bike,19-09-2026 02:34,06-01-2021 06:41,1
09-Oct-26,2109,Addidas,Bike,09-10-2026 02:36,06-01-2021 07:53,1
29-Oct-26,2129,Addidas,Bike,29-10-2026 02:37,06-01-2021 09:05,1
18-Nov-26,2149,Addidas,Bike,18-11-2026 02:39,06-01-2021 10:17,1
16-Dec-26,2177,Addidas,Bike,16-12-2026 02:41,06-01-2021 11:58,1
05-Jan-27,2197,Addidas,Bike,05-01-2027 02:42,06-01-2021 13:10,1
25-Jan-27,2217,Addidas,Bike,25-01-2027 02:44,06-01-2021 14:22,1
14-Feb-27,2237,Addidas,Bike,14-02-2027 02:45,06-01-2021 15:34,1
06-Mar-27,2257,Addidas,Bike,06-03-2027 02:46,06-01-2021 16:46,1
03-Apr-27,2285,Addidas,Bike,03-04-2027 02:48,06-01-2021 18:27,1
23-Apr-27,2305,Addidas,Bike,23-04-2027 02:50,06-01-2021 19:39,1
13-May-27,2325,Addidas,Bike,13-05-2027 02:51,06-01-2021 20:51,1
02-Jun-27,2345,Addidas,Bike,02-06-2027 02:53,06-01-2021 22:03,1
22-Jun-27,2365,Addidas,Bike,22-06-2027 02:54,06-01-2021 23:15,1
20-Jul-27,2393,Addidas,Bike,20-07-2027 02:56,07-01-2021 00:56,1
09-Aug-27,2413,Addidas,Bike,09-08-2027 02:58,07-01-2021 02:08,1
29-Aug-27,2433,Addidas,Bike,29-08-2027 02:59,07-01-2021 03:20,1
18-Sep-27,2453,Addidas,Bike,18-09-2027 03:01,07-01-2021 04:32,1
08-Oct-27,2473,Addidas,Bike,08-10-2027 03:02,07-01-2021 05:44,1
05-Nov-27,2501,Addidas,Bike,05-11-2027 03:04,07-01-2021 07:25,1
11-Jan-21,12,Addidas,Car,11-01-2021 00:05,01-01-2021 02:04,1
31-Jan-21,32,Addidas,Car,31-01-2021 00:06,01-01-2021 03:16,1
20-Feb-21,52,Addidas,Car,20-02-2021 00:08,01-01-2021 04:28,1
12-Mar-21,72,Addidas,Car,12-03-2021 00:09,01-01-2021 05:40,1
01-Apr-21,92,Addidas,Car,01-04-2021 00:11,01-01-2021 06:52,1
29-Apr-21,120,Addidas,Car,29-04-2021 00:13,01-01-2021 08:33,1
19-May-21,140,Addidas,Car,19-05-2021 00:14,01-01-2021 09:45,1
08-Jun-21,160,Addidas,Car,08-06-2021 00:15,01-01-2021 10:57,1
28-Jun-21,180,Addidas,Car,28-06-2021 00:17,01-01-2021 12:09,1
18-Jul-21,200,Addidas,Car,18-07-2021 00:18,01-01-2021 13:21,1
15-Aug-21,228,Addidas,Car,15-08-2021 00:20,01-01-2021 15:02,1
04-Sep-21,248,Addidas,Car,04-09-2021 00:22,01-01-2021 16:14,1
24-Sep-21,268,Addidas,Car,24-09-2021 00:23,01-01-2021 17:26,1
14-Oct-21,288,Addidas,Car,14-10-2021 00:25,01-01-2021 18:38,1
03-Nov-21,308,Addidas,Car,03-11-2021 00:26,01-01-2021 19:50,1
01-Dec-21,336,Addidas,Car,01-12-2021 00:28,01-01-2021 21:31,1
21-Dec-21,356,Addidas,Car,21-12-2021 00:30,01-01-2021 22:43,1
10-Jan-22,376,Addidas,Car,10-01-2022 00:31,01-01-2021 23:55,1
30-Jan-22,396,Addidas,Car,30-01-2022 00:32,02-01-2021 01:07,1
19-Feb-22,416,Addidas,Car,19-02-2022 00:34,02-01-2021 02:19,1
19-Mar-22,444,Addidas,Car,19-03-2022 00:36,02-01-2021 03:59,1
08-Apr-22,464,Addidas,Car,08-04-2022 00:37,02-01-2021 05:11,1
28-Apr-22,484,Addidas,Car,28-04-2022 00:39,02-01-2021 06:23,1
18-May-22,504,Addidas,Car,18-05-2022 00:40,02-01-2021 07:35,1
07-Jun-22,524,Addidas,Car,07-06-2022 00:42,02-01-2021 08:47,1
05-Jul-22,552,Addidas,Car,05-07-2022 00:44,02-01-2021 10:28,1
25-Jul-22,572,Addidas,Car,25-07-2022 00:45,02-01-2021 11:40,1
14-Aug-22,592,Addidas,Car,14-08-2022 00:47,02-01-2021 12:52,1
03-Sep-22,612,Addidas,Car,03-09-2022 00:48,02-01-2021 14:04,1
23-Sep-22,632,Addidas,Car,23-09-2022 00:49,02-01-2021 15:16,1
21-Oct-22,660,Addidas,Car,21-10-2022 00:51,02-01-2021 16:57,1
10-Nov-22,680,Addidas,Car,10-11-2022 00:53,02-01-2021 18:09,1
30-Nov-22,700,Addidas,Car,30-11-2022 00:54,02-01-2021 19:21,1
20-Dec-22,720,Addidas,Car,20-12-2022 00:56,02-01-2021 20:33,1
